Client id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction
91418,Female,Loyal Customer,66,Business travel,Business,729,2,2,3,4,2,4,4,4,4,2,4,4,satisfied
91421,Male,Loyal Customer,31,Business travel,Eco,1208,5,1,5,5,5,5,2,4,2,3,5,5,satisfied
91751,Female,Loyal Customer,43,Business travel,Business,1759,5,5,3,4,4,4,4,4,4,3,4,5,satisfied
91807,Female,Loyal Customer,48,Business travel,Eco,468,2,3,4,5,3,2,2,2,2,3,2,3,satisfied
91941,Male,Loyal Customer,47,Business travel,Eco,282,5,1,5,5,5,5,1,4,4,5,3,5,satisfied
92066,Male,Loyal Customer,40,Business travel,Business,3230,1,1,3,1,1,5,5,5,5,4,5,5,satisfied
92532,Male,Loyal Customer,35,Business travel,Business,414,3,3,2,4,4,2,2,2,2,5,2,5,satisfied
92547,Male,Loyal Customer,67,Personal Travel,Eco Plus,773,3,3,4,3,4,4,5,4,5,5,5,4,neutral or dissatisfied
93020,Female,Loyal Customer,9,Personal Travel,Eco,1096,2,2,3,2,3,3,3,1,4,2,3,3,neutral or dissatisfied
93233,Male,disloyal Customer,22,Business travel,Business,214,5,5,5,5,2,5,4,3,4,1,3,5,satisfied
93346,Male,disloyal Customer,27,Business travel,Business,371,3,3,2,3,1,2,4,3,4,5,5,2,neutral or dissatisfied
93398,Male,Loyal Customer,64,Personal Travel,Eco,2454,5,5,5,2,2,3,4,3,3,2,4,2,satisfied
93484,Female,Loyal Customer,53,Business travel,Business,3312,2,1,4,4,3,2,2,3,2,2,2,2,neutral or dissatisfied
93594,Male,Loyal Customer,58,Business travel,Business,3037,4,4,4,5,5,5,5,4,5,5,5,4,satisfied
93643,Female,disloyal Customer,23,Business travel,Eco,721,4,5,5,5,5,5,4,3,3,3,3,5,neutral or dissatisfied
93702,Male,Loyal Customer,53,Business travel,Business,1879,1,1,2,5,4,5,5,5,5,5,5,5,satisfied
93827,Male,Loyal Customer,46,Business travel,Business,296,3,3,3,5,4,4,4,4,4,3,4,3,satisfied
93858,Male,Loyal Customer,60,Business travel,Business,3440,2,2,4,4,4,4,4,4,4,3,4,4,satisfied
93942,Female,Loyal Customer,40,Business travel,Business,2686,2,4,3,5,4,4,4,4,4,3,4,5,satisfied
93947,Male,Loyal Customer,31,Personal Travel,Eco,539,2,2,5,2,5,5,3,2,4,3,4,5,neutral or dissatisfied
93990,Male,Loyal Customer,23,Business travel,Business,2057,1,3,1,1,1,1,1,5,4,4,3,1,neutral or dissatisfied
94144,Male,Loyal Customer,15,Personal Travel,Eco Plus,468,3,3,5,3,5,5,4,5,5,4,4,5,neutral or dissatisfied
94194,Male,Loyal Customer,35,Personal Travel,Eco,954,4,5,1,5,1,1,2,3,2,2,5,1,satisfied
94733,Female,disloyal Customer,23,Business travel,Eco,552,3,3,1,3,1,1,2,3,3,4,2,1,neutral or dissatisfied
94772,Male,Loyal Customer,44,Business travel,Eco,834,5,3,5,5,5,5,3,1,1,5,4,5,satisfied
94904,Male,Loyal Customer,44,Business travel,Business,1197,2,2,1,3,4,2,2,2,2,4,2,1,neutral or dissatisfied
95007,Female,disloyal Customer,46,Business travel,Business,1142,3,2,1,3,4,1,4,5,4,3,5,1,neutral or dissatisfied
95056,Female,disloyal Customer,11,Business travel,Eco,746,5,5,4,5,4,4,5,2,5,5,4,4,satisfied
95125,Female,Loyal Customer,51,Personal Travel,Eco Plus,998,2,2,2,1,5,1,1,2,1,5,1,4,neutral or dissatisfied
95326,Male,Loyal Customer,40,Personal Travel,Eco,395,3,3,1,3,1,1,5,5,5,5,5,1,neutral or dissatisfied
95389,Male,Loyal Customer,36,Personal Travel,Eco,247,2,0,2,0,2,2,4,2,3,1,3,2,neutral or dissatisfied
95647,Male,Loyal Customer,44,Business travel,Business,3722,2,2,2,4,4,5,5,5,5,3,5,4,satisfied
95835,Male,disloyal Customer,34,Business travel,Eco,464,2,2,5,2,2,5,1,1,3,4,3,5,neutral or dissatisfied
95904,Female,Loyal Customer,51,Business travel,Business,3498,4,4,3,4,4,4,4,4,4,5,4,3,satisfied
96171,Female,Loyal Customer,46,Personal Travel,Business,226,5,5,2,4,4,2,2,5,2,4,2,4,satisfied
96318,Male,Loyal Customer,47,Business travel,Eco,2342,2,3,2,2,2,2,1,5,2,3,3,2,neutral or dissatisfied
96766,Male,Loyal Customer,42,Personal Travel,Eco,239,4,4,5,4,5,5,4,5,4,4,5,5,neutral or dissatisfied
96883,Male,disloyal Customer,60,Business travel,Business,1440,2,2,2,2,2,2,5,5,5,4,4,2,neutral or dissatisfied
96906,Male,Loyal Customer,58,Personal Travel,Eco,2402,2,2,2,2,2,2,3,3,4,4,5,2,neutral or dissatisfied
97069,Male,Loyal Customer,23,Personal Travel,Eco Plus,1749,2,2,3,2,3,3,2,2,2,1,3,3,neutral or dissatisfied
97232,Male,Loyal Customer,8,Business travel,Business,2753,1,5,1,1,1,1,1,1,3,4,4,1,neutral or dissatisfied
97527,Male,Loyal Customer,41,Business travel,Eco,515,2,3,3,2,3,3,2,2,4,3,3,3,neutral or dissatisfied
97738,Male,disloyal Customer,22,Business travel,Eco,1517,3,3,2,3,3,2,5,5,5,4,5,2,neutral or dissatisfied
98086,Female,Loyal Customer,60,Personal Travel,Eco,125,3,3,1,2,3,1,1,3,1,4,1,3,neutral or dissatisfied
98457,Male,Loyal Customer,22,Personal Travel,Eco,712,2,3,1,3,1,1,3,2,4,3,5,1,neutral or dissatisfied
98583,Male,Loyal Customer,44,Personal Travel,Eco,377,2,2,5,2,5,5,3,5,5,5,5,5,neutral or dissatisfied
98672,Male,Loyal Customer,40,Business travel,Business,192,1,1,3,4,4,5,5,5,4,4,5,4,satisfied
99224,Male,Loyal Customer,43,Business travel,Business,3553,2,2,3,5,4,4,4,4,4,4,4,5,satisfied
99453,Female,Loyal Customer,45,Business travel,Business,3879,5,5,2,4,4,4,4,4,4,5,4,5,satisfied
99454,Male,Loyal Customer,45,Business travel,Business,896,1,1,5,5,5,4,4,4,4,3,4,4,satisfied
99515,Male,disloyal Customer,30,Business travel,Business,280,2,2,1,2,1,1,2,1,2,3,3,1,neutral or dissatisfied
99591,Female,Loyal Customer,33,Business travel,Business,3477,4,4,2,4,3,5,5,5,5,1,5,2,satisfied
99755,Female,Loyal Customer,45,Business travel,Business,3187,3,4,4,4,5,4,4,4,4,4,4,5,satisfied
99844,Male,Loyal Customer,38,Personal Travel,Eco,297,4,4,5,4,5,5,3,4,3,4,3,5,satisfied
99920,Female,Loyal Customer,16,Business travel,Business,370,1,4,1,1,1,1,1,5,4,3,4,1,neutral or dissatisfied
99949,Male,Loyal Customer,49,Personal Travel,Eco,1723,2,2,3,2,3,3,3,5,3,4,4,3,neutral or dissatisfied
99970,Female,Loyal Customer,61,Personal Travel,Eco,862,2,2,1,2,4,5,5,2,5,4,5,5,neutral or dissatisfied
100017,Male,Loyal Customer,38,Personal Travel,Eco,1916,3,3,4,3,4,4,5,2,5,3,5,4,neutral or dissatisfied
100027,Male,Loyal Customer,48,Business travel,Business,227,1,1,2,4,4,5,5,5,5,3,5,5,satisfied
100057,Female,Loyal Customer,39,Business travel,Eco,1947,4,3,4,4,4,4,4,4,3,3,2,4,neutral or dissatisfied
100180,Female,disloyal Customer,23,Business travel,Eco,529,5,5,3,5,5,3,5,3,4,3,5,3,satisfied
100235,Male,Loyal Customer,58,Business travel,Business,3772,3,3,2,5,5,4,4,4,4,5,4,5,satisfied
100392,Male,Loyal Customer,56,Business travel,Business,802,2,2,2,5,4,5,5,5,5,4,5,3,satisfied
100527,Male,Loyal Customer,50,Business travel,Business,1390,5,5,2,4,4,4,4,4,4,4,4,3,satisfied
100542,Male,Loyal Customer,8,Personal Travel,Eco,483,3,3,2,3,2,2,3,4,2,2,3,2,neutral or dissatisfied
100840,Male,Loyal Customer,34,Personal Travel,Eco,1558,1,2,5,2,5,5,4,2,4,5,5,5,neutral or dissatisfied
100864,Male,Loyal Customer,17,Personal Travel,Eco,1390,3,3,5,3,5,5,1,1,3,4,3,5,neutral or dissatisfied
100916,Male,Loyal Customer,56,Business travel,Business,190,0,1,1,1,1,4,4,4,4,1,4,2,satisfied
100920,Male,Loyal Customer,19,Personal Travel,Eco,373,3,3,5,3,2,5,2,4,4,1,3,5,neutral or dissatisfied
100965,Female,Loyal Customer,47,Business travel,Business,761,1,2,1,3,3,1,1,1,1,1,1,1,neutral or dissatisfied
101004,Female,Loyal Customer,33,Business travel,Eco Plus,216,2,3,2,2,2,2,4,5,3,4,4,2,neutral or dissatisfied
101188,Male,disloyal Customer,25,Business travel,Eco,591,3,3,2,3,2,2,1,4,1,2,4,2,neutral or dissatisfied
101325,Female,Loyal Customer,22,Business travel,Eco,674,4,5,5,5,4,5,4,1,2,2,4,5,satisfied
101711,Male,disloyal Customer,19,Business travel,Business,351,3,3,5,3,4,5,3,4,4,3,3,5,neutral or dissatisfied
102188,Male,Loyal Customer,21,Personal Travel,Eco,363,1,5,5,5,5,5,4,2,4,5,4,5,neutral or dissatisfied
102201,Female,Loyal Customer,27,Personal Travel,Eco,1723,1,1,2,1,2,2,4,2,4,4,5,2,neutral or dissatisfied
102414,Male,Loyal Customer,43,Personal Travel,Eco,589,2,2,3,2,3,3,4,3,3,3,3,3,neutral or dissatisfied
102615,Female,Loyal Customer,48,Business travel,Business,1792,3,3,5,5,4,4,4,4,4,3,4,4,satisfied
102692,Male,Loyal Customer,15,Personal Travel,Eco,1149,2,2,1,2,1,1,4,5,4,5,4,1,neutral or dissatisfied
102761,Female,disloyal Customer,40,Business travel,Business,674,3,4,4,4,4,4,3,2,4,5,5,4,neutral or dissatisfied
102837,Male,Loyal Customer,65,Personal Travel,Eco,1372,4,5,4,5,2,4,4,3,4,5,4,4,satisfied
102919,Male,Loyal Customer,48,Personal Travel,Eco,137,1,1,5,1,4,5,2,1,2,2,3,5,neutral or dissatisfied
103036,Female,Loyal Customer,23,Personal Travel,Eco,679,1,1,5,1,5,5,4,5,4,4,5,5,neutral or dissatisfied
103166,Female,Loyal Customer,60,Business travel,Eco,1014,4,2,1,2,5,4,4,4,4,1,4,5,satisfied
103322,Male,Loyal Customer,49,Business travel,Business,3805,5,5,2,4,5,5,5,5,5,5,5,5,satisfied
103335,Male,Loyal Customer,43,Business travel,Business,1517,1,1,1,4,4,2,2,2,1,3,2,3,neutral or dissatisfied
103422,Female,disloyal Customer,38,Business travel,Business,337,5,5,3,5,3,3,5,3,5,4,4,3,satisfied
103740,Female,Loyal Customer,49,Business travel,Business,2486,4,4,4,5,4,4,4,4,4,4,4,3,satisfied
103857,Male,disloyal Customer,26,Business travel,Eco,370,2,2,5,2,5,5,3,3,5,3,3,5,neutral or dissatisfied
